X
m('Lima era cugino dei fratelli Salvo')
m('Andreotti era amico di Lima')
m('Andreotti ha baciato Riina')
m('Andreotti usava la macchina dei fratelli Salvo')
m('Andreotti conosceva i fratelli Salvo')
